id,name,description,ht_price,tva,state,sub_category,category_id,favorites,allergens,url
,Tiramisu traditionnel,,4.92,10,0,Dolce,3,,"""[]"" ",
,Tiramisu speculoos,,4.92,10,0,Dolce,3,,"""[]"" ",
,Tiramisu dulce de leche,,4.92,10,0,Dolce,3,,"""[]"" ",
,Tiramisu Nutella,,4.92,10,0,Dolce,3,,"""[]"" ",
,Panna Cotta caramel au beurre salé,,4.92,10,0,Dolce,3,,"""[]"" ",
,Panna Cotta coulis fruits rouges,,4.92,10,0,Dolce,3,,"""[]"" ",
,Panna Cotta coulis fruits exotiques,,4.92,10,0,Dolce,3,,"""[]"" ",
,Panna Cotta Nutella,,4.92,10,0,Dolce,3,,"""[]"" ",
,"Tartare d’ananas, sorbet coco",,4.92,10,0,Dolce,3,,"""[]"" ",
,« Tarte » au citron meringuée…,Façon Zappo,5.75,10,0,Dolce,3,,"""[]"" ",
,Pizzeta Nutella,,5.75,10,0,Dolce,3,,"""[]"" ",
,Café gourmand,,5.75,10,0,Dolce,3,,"""[]"" ",
,Expresso,,1.91,10,0,Caffe,4,,"""[]"" ",
,Ristreto,,1.91,10,0,Caffe,4,,"""[]"" ",
,Expresso Macchiato,,2.27,10,0,Caffe,4,,"""[]"" ",
,Double Expresso,,3.45,10,0,Caffe,4,,"""[]"" ",
,Capuccino,,3.55,10,0,Caffe,4,,"""[]"" ",
,Chococcino,,4.08,10,0,Caffe,4,,"""[]"" ",
,Latte Macchiato Caramel,,4.08,10,0,Caffe,4,,"""[]"" ",
,Latte Macchiato Noix de Pecan,,4.08,10,0,Caffe,4,,"""[]"" ",
,Latte Macchiato Speculoos,,4.08,10,0,Caffe,4,,"""[]"" ",
,Latte Macchiato Amaretto,,5.75,10,0,Caffe,4,,"""[]"" ",
,Limoncelo Arechio,,4.08,20,0,Digestivo,4,,"""[]"" ",
,Amaretto Disarronno,,4.08,20,0,Digestivo,4,,"""[]"" ",
,EDV Grappa Borgo Antico,,4.08,20,0,Digestivo,4,,"""[]"" ",
,Peppermint Get 27,,4.08,20,0,Digestivo,4,,"""[]"" ",
,BaIlantine’s 4cl,,4.92,20,0,Digestivo,4,,"""[]"" ",
,Jack Daniel's,,5.75,20,0,Digestivo,4,,"""[]"" ",
,Jack Daniel’s Single Barrel,,7.42,20,0,Digestivo,4,,"""[]"" ",
,Lagunitas IPA 6.2° 33cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Vedett Extra White 4.7° 33cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Cuvée des Trolls 7° 25cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Adelscott 5.8° 33cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Mort subite Kriek 4° 37.5cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Maredsous Brune 8° 33cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Delirium Tremens 8.5 33cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Barbar 8° 33cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Judas 8.5° 33cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Chimay Rouge Trappiste 7° 33cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Kasteel Rouge 8° 33cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Brooklin Lager 5.2° 37.5cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Hapkin 8.5° 33cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Affligem 6.8° 30cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Maredsous Triple 10° 33cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Brooklin East IPA 6.9° 35.5cl,,5.75,20,0,Birra,4,,"""[]"" ",
,Red Stripe 4.7° 33cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Mc Chouffe 8° 33cl,,4.92,20,0,Birra,4,,"""[]"" ",
,Desperados 5.9° 33cl,,4.08,20,0,Birra,4,,"""[]"" ",
,Heineken 0% alcool 33cl,,3.55,10,0,Birra,4,,"""[]"" ",
,Margharita,"Sauce tomate, mozzarella fior di latte, huile d'olive extra vierge, basilic",9,10,0,Pizze,1,,"""[]"" ",
,Verona,"Sauce tomate, mozzarella fior di latte, jambon blanc italien, champignons",9.08,10,0,Pizze,1,,"""[]"" ",
,Napoli,"Sauce tomate, mozzarella fior di latte, anchois marines, persillade, câpres",9.08,10,0,Pizze,1,,"""[]"" ",
,Carpaccio,"Crème, mozzarella fior di latte, tomates fraiches, carpaccio de bœuf huile d'olive extra vierge, copeaux de parmigiano reggiano, crème balsamique",10.82,10,0,Pizze,1,,"""[]"" ",
,Capra miel,"Crème, mozzarella fior di latte, tomates fraiches, chèvre, miel",10.82,10,0,Pizze,1,,"""[]"" ",
,Genoa,"Sauce tomate, crème, mozzarella fior di latte, ravioles de Royan, huile d'olive extra vierge, copeaux de parmigiano reggiano, basilic",11.73,10,0,Pizze,1,,"""[]"" ",
,Formaggi,"Sauce tomate, mozzarella fior di latte, gorgonzola, chèvre, ricotta",11.73,10,0,Pizze,1,,"""[]"" ",
,Parmigiana,"Sauce tomate, mozzarella fior di  latte, aubergines grillées, huile d'olive extra vierge, copeaux de parmigiano reggiano, basilic",11.73,10,0,Pizze,1,,"""[]"" ",
,Diavola,"Sauce tomate, mozzarella fior di latte, poivrons, spianata piccante, mozzarella di bufala, basilic",11.73,10,0,Pizze,1,,"""[]"" ",
,Végane,"Sauce tomate, tomates fraiches, poivrons, courgettes, aubergines, origan, roquette, câpres, oignons rouges, huile d'olive extra vierge, crème balsamique",11.73,10,0,Pizze,1,,"""[]"" ",
,Milazzo,"Sauce tomate, mozzarella fior di latte, viande de bœuf hachée, poivrons, oignons rouges, câpres, copeaux de provolone",11.73,10,0,Pizze,1,,"""[]"" ",
,Stella,"Tomates fraiches, mozzarella fior di latte, ricotta, roquette, mozzarella di bufala, huile d'olive extra vierge, crème balsamique",12.64,10,0,Pizze,1,,"""[]"" ",
,Bergamo,"Crème, mozzarella fior di latte, aiguillettes de poulet rôti, gorgonzola",12.64,10,0,Pizze,1,,"""[]"" ",
,Perrugi,"Crème, mozzarella fior di latte, saumon fume, ravioles de Royan, huile d'olive extra vierge, crème balsamique, basilic",12.64,10,0,Pizze,1,,"""[]"" ",
,Fiorella,"Sauce tomate, mozzarella fior di latte, coppa, pesto, côpeaux de provolone",12.64,10,0,Pizze,1,,"""[]"" ",
,Nonna Luisa,"Sauce tomate, mozzarella fior di latte, saucisses italiennes, roquette, huile d'olive extra vierge, copeaux de provolone",12.64,10,0,Pizze,1,,"""[]"" ",
,Forza d’Agro,"Sauce tomate, mozzarella fior di latte, aubergines, courgettes, jambon  blanc italien, roquette, huile d'olive extra vierge, crème balsamique",13.55,10,0,Pizze,1,,"""[]"" ",
,Siena,"Sauce tomate, mozzarella fior di latte, crème de cèpes truffée, ravioles de Royan, copeaux de provolone",13.55,10,0,Pizze,1,,"""[]"" ",
,Palermo,"Sauce tomate, mozzarella fior di latte, roquette, pancetta, tomates cerise, copeaux de provolone, pesto",13.55,10,0,Pizze,1,,"""[]"" ",
,Torino,"Sauce tomate, mozzarella fior di latte, roquette, mortadelle, mozzarella di bufala, huile d'olive extra vierge",13.55,10,0,Pizze,1,,"""[]"" ",
,Parma,"Sauce tomate, mozzarella fior di latte, roquette, jambon cru italien, huile d'olive extra vierge",13.55,10,0,Pizze,1,,"""[]"" ",
,Udinese,"Tomates fraiches, mozzarella fior di latte, aubergines grillées, persillade, jambon cru italien, oignons rouges, mozzarella di bufala, huile d'olive extra vierge, basilic",13.55,10,0,Pizze,1,,"""[]"" ",
,Rimini,"Crème, mozzarella fior di latte, gorgonzola, champignons, jambon cru italien",13.55,10,0,Pizze,1,,"""[]"" ",
,Agrigento,"Sauce tomate, mozzarella fior di latte, carpaccio de bœuf, roquette, speck, mozzarella di bufala, pesto, crème balsamique",14.45,10,0,Pizze,1,,"""[]"" ",
,Firenze,"Crème d'épinard, ricotta, viande de bœuf hachée, persillade, tomates cerise, pancetta, copeaux de provolone",14.45,10,0,Pizze,1,,"""[]"" ",
,San Marino,"Crème de courgette, aiguillettes de poulet rôti, ricotta, spianata piccante, roquette, mozzarella di bufala, huile d’olive extra vierge, crème balsamique",14.45,10,0,Pizze,1,,"""[]"" ",
,Catania,"Crème, mozzarella fior di latte, tomates fraiches, aiguillettes de poulet rôti, spianata piccante, jambon blanc italien, chèvre",14.45,10,0,Pizze,1,,"""[]"" ",
,Rosaria,"Crème d'aubergine, mozzarella fior di latte, roquette, jambon cru italien, mortadelle, spianata piccante, burrata, pesto, crème balsamique",15.36,10,0,Pizze,1,,"""[]"" ",
,Corleone,"Crème de courgette, mozzarella fior di latte, ricotta, tomates fraiches, saumon fumé, roquette, burrata, huile d'olive extra vierge, crème balsamique",15.36,10,0,Pizze,1,,"""[]"" ",
,Portofino,"Sauce tomate, mozzarella fior di latte, moules, crevettes, scampis, persillade",15.36,10,0,Pizze,1,,"""[]"" ",
,Roma,"Tomates fraiches, mozzarella fior di latte, ricotta, roquette, speck, burrata, huile d'olive extra vierge, crème balsamique",16.27,10,0,Pizze,1,,"""[]"" ",
,Tartuffo,"Crème de cèpes truffée, mozzarella fior di latte, tomates, fraiche, jambon truffé, burrata, huile d'olive extra vierge, crème balsamique",17.18,10,0,Pizze,1,,"""[]"" ",
,Regina,"Sauce tomate, mozzarella fior di latte, jambon blanc italien, champignons",12.64,10,0,Calzone,1,,"""[]"" ",
,Milano,"Sauce tomate, mozzarella fior di latte, aubergines, roquette, huile d'olive extra vierge, jambon cru italien",14.45,10,0,Calzone,1,,"""[]"" ",
,Nanno Sandro,"Crème d'épinard, ricotta, tomates fraiches, mozzarella fior di latte, viande de bœuf hachée, saucisses italiennes, roquette, huile d'olive extra vierge, tomates cerise au pesto",16.27,10,0,Calzone,1,,"""[]"" ",
,Zappo,"Crème, tomates fraiches, mozzarella fior di latte, ricotta, jambon blanc, roquette, mortadelle, burrata, huile d'olive extra vierge, crème balsamique",17.18,10,0,Calzone,1,,"""[]"" ",
